id,location,date,total_cases,new_cases,total_deaths,new_deaths
53963,Cyprus,12/1/2020,10883,318,49,0
53964,Czechia,12/1/2020,528474,5176,8407,112
53965,Democratic Republic of Congo,12/1/2020,12859,87,335,2
53966,Denmark,12/1/2020,82470,1468,846,9
53967,Djibouti,12/1/2020,5680,1,61,0
53968,Dominica,12/1/2020,85,0,,
53969,Dominican Republic,12/1/2020,144302,314,2333,2
53970,Ecuador,12/1/2020,193673,988,13501,40
53971,Egypt,12/1/2020,116303,392,6666,16
53972,El Salvador,12/1/2020,39130,189,1120,6
53973,Equatorial Guinea,12/1/2020,5156,3,85,0
53974,Eritrea,12/1/2020,577,0,,
53975,Estonia,12/1/2020,12497,189,121,3
53976,Eswatini,12/1/2020,6442,23,122,0
53977,Ethiopia,12/1/2020,110554,480,1709,3
53978,Europe,12/1/2020,17544922,200694,401389,6007
53979,European Union,12/1/2020,11749733,128668,271775,4309
53980,Fiji,12/1/2020,42,0,2,0
53981,Finland,12/1/2020,25462,550,399,0
53982,France,12/1/2020,2285238,8364,53596,777
53983,Gabon,12/1/2020,9214,0,60,0
53984,Gambia,12/1/2020,3743,1,123,0
53985,Georgia,12/1/2020,139343,3759,1303,36
53986,Germany,12/1/2020,1094678,24766,17177,483
53987,Ghana,12/1/2020,51667,0,323,0
53988,Greece,12/1/2020,107470,2199,2517,111
53989,Grenada,12/1/2020,41,0,,
53990,Guatemala,12/1/2020,122774,712,4178,7
53991,Guinea,12/1/2020,13119,0,76,0
53992,Guinea-Bissau,12/1/2020,2441,0,44,0
53993,Guyana,12/1/2020,5423,17,151,0
53994,Haiti,12/1/2020,9294,22,233,1
53995,Honduras,12/1/2020,108253,0,2918,0
53996,Hong Kong,12/1/2020,,,,
53997,Hungary,12/1/2020,221073,3951,4977,154
53998,Iceland,12/1/2020,5413,21,27,1
53999,India,12/1/2020,9499413,36604,138122,501
54000,Indonesia,12/1/2020,543975,5092,17081,136
54001,International,12/1/2020,721,0,15,0
54002,Iran,12/1/2020,975951,13881,48628,382
54003,Iraq,12/1/2020,554767,2218,12306,48
54004,Ireland,12/1/2020,72798,254,2069,16
54005,Israel,12/1/2020,338389,1198,2882,10
54006,Italy,12/1/2020,1620901,19347,56361,785
54007,Jamaica,12/1/2020,10810,47,258,1
54008,Japan,12/1/2020,150976,2014,2109,33
54009,Jordan,12/1/2020,223617,4187,2802,51
54010,Kazakhstan,12/1/2020,175565,1002,2434,1
54011,Kenya,12/1/2020,84169,551,1474,5
54012,Kosovo,12/1/2020,40117,521,1026,10
54013,Kuwait,12/1/2020,142992,357,881,1
54014,Kyrgyzstan,12/1/2020,73178,0,1275,0
54015,Laos,12/1/2020,39,0,,
54016,Latvia,12/1/2020,17687,612,210,4
54017,Lebanon,12/1/2020,129455,1511,1033,15
54018,Lesotho,12/1/2020,2137,28,44,0
54019,Liberia,12/1/2020,1595,0,83,0
54020,Libya,12/1/2020,83417,608,1196,13
54021,Liechtenstein,12/1/2020,1286,16,16,0
54022,Lithuania,12/1/2020,62511,1200,641,21
54023,Luxembourg,12/1/2020,35129,451,330,9
54024,Madagascar,12/1/2020,17341,0,251,0
54025,Malawi,12/1/2020,6028,0,185,0
54026,Malaysia,12/1/2020,67169,1472,363,3
54027,Maldives,12/1/2020,13049,38,47,1
54028,Mali,12/1/2020,4762,52,160,4
54029,Malta,12/1/2020,9975,102,141,4
54030,Marshall Islands,12/1/2020,4,0,,
54031,Mauritania,12/1/2020,8710,109,177,0
54032,Mauritius,12/1/2020,505,1,10,0
54033,Mexico,12/1/2020,1122362,8819,106765,825
54034,Moldova,12/1/2020,108863,1499,2323,19
54035,Monaco,12/1/2020,617,8,3,0
54036,Mongolia,12/1/2020,812,11,,
54037,Montenegro,12/1/2020,35849,584,504,5
54038,Morocco,12/1/2020,359844,3508,5915,69
54039,Mozambique,12/1/2020,15770,69,131,0
54040,Myanmar,12/1/2020,92189,1476,1972,31
54041,Namibia,12/1/2020,14416,36,151,0
54042,Nepal,12/1/2020,233452,0,1529,21
54043,Netherlands,12/1/2020,536129,4199,9518,65
54044,New Zealand,12/1/2020,2060,1,25,0
54045,Nicaragua,12/1/2020,5838,54,161,1
54046,Niger,12/1/2020,1586,38,75,3
54047,Nigeria,12/1/2020,67838,281,1176,3
54048,North America,12/1/2020,16145224,206028,409246,3492
54049,North Macedonia,12/1/2020,62945,1067,1792,29
54050,Norway,12/1/2020,36591,441,334,2
54051,Oceania,12/1/2020,30718,25,942,0
54052,Oman,12/1/2020,123908,209,1430,7
54053,Pakistan,12/1/2020,403311,2829,8166,75
54054,Palestine,12/1/2020,88004,2357,747,15
54055,Panama,12/1/2020,167311,1505,3098,19
54056,Papua New Guinea,12/1/2020,669,13,7,0
54057,Paraguay,12/1/2020,83479,1055,1771,15
54058,Peru,12/1/2020,963605,1075,35966,43
54059,Philippines,12/1/2020,432925,1295,8418,26
54060,Poland,12/1/2020,999924,9113,17599,449
54061,Portugal,12/1/2020,300462,2401,4577,72
54062,Qatar,12/1/2020,139001,168,238,1
54063,Romania,12/1/2020,479634,4272,11530,199
54064,Russia,12/1/2020,2302062,26126,40050,559
54065,Rwanda,12/1/2020,5948,14,49,0
54066,Saint Kitts and Nevis,12/1/2020,22,0,,
54067,Saint Lucia,12/1/2020,259,0,2,0
54068,Saint Vincent and the Grenadines,12/1/2020,85,0,,
54069,Samoa,12/1/2020,2,0,,
54070,San Marino,12/1/2020,1650,38,46,0
54071,Sao Tome and Principe,12/1/2020,996,5,17,0
54072,Saudi Arabia,12/1/2020,357623,263,5907,11
54073,Senegal,12/1/2020,16107,18,333,0
54074,Serbia,12/1/2020,183437,7999,1652,48
54075,Seychelles,12/1/2020,183,0,,
54076,Sierra Leone,12/1/2020,2413,1,74,0
54077,Singapore,12/1/2020,58228,10,29,0
54078,Slovakia,12/1/2020,107183,1254,868,29
54079,Slovenia,12/1/2020,77135,1321,1490,55
54080,Solomon Islands,12/1/2020,17,0,,
54081,Somalia,12/1/2020,4451,0,113,0
54082,South Africa,12/1/2020,792299,2295,21644,109
54083,South America,12/1/2020,11201967,71691,326557,1192
54084,South Korea,12/1/2020,35163,511,526,0
54085,South Sudan,12/1/2020,3111,2,61,0
54086,Spain,12/1/2020,1656444,8257,45511,442
54087,Sri Lanka,12/1/2020,24532,545,122,4
54088,Sudan,12/1/2020,18254,209,1255,6
54089,Suriname,12/1/2020,5319,7,117,0
54090,Sweden,12/1/2020,260758,17629,6681,0
54091,Switzerland,12/1/2020,330874,3802,4940,125
54092,Syria,12/1/2020,7973,86,422,5
54093,Taiwan,12/1/2020,679,4,7,0
54094,Tajikistan,12/1/2020,12231,37,86,0
54095,Tanzania,12/1/2020,509,0,21,0
54096,Thailand,12/1/2020,4026,18,60,0
54097,Timor,12/1/2020,30,0,,
54098,Togo,12/1/2020,2997,23,64,0
54099,Trinidad and Tobago,12/1/2020,6685,16,120,0
54100,Tunisia,12/1/2020,96769,0,3260,0
54101,Turkey,12/1/2020,668957,30110,13936,190
54102,Uganda,12/1/2020,21035,576,205,0
54103,Ukraine,12/1/2020,765117,12774,12962,231
54104,United Arab Emirates,12/1/2020,170149,1289,576,4
54105,United Kingdom,12/1/2020,1647233,13497,59148,603
54106,United States,12/1/2020,13858551,188219,273554,2546
54107,Uruguay,12/1/2020,6024,167,78,1
54108,Uzbekistan,12/1/2020,73276,182,611,1
54109,Vanuatu,12/1/2020,1,0,,
54110,Vatican,12/1/2020,27,0,,
54111,Venezuela,12/1/2020,102621,227,901,4
54112,Vietnam,12/1/2020,1351,4,35,0
54113,World,12/1/2020,64022822,612097,1484297,12686
54114,Yemen,12/1/2020,2077,0,605,0
54115,Zambia,12/1/2020,17665,18,357,0
54116,Zimbabwe,12/1/2020,10129,179,277,1
54117,Afghanistan,12/2/2020,46718,202,1841,19
54118,Africa,12/2/2020,2201574,16413,52580,330
54119,Albania,12/2/2020,39719,705,839,17
54120,Algeria,12/2/2020,85084,932,2464,17
54121,Andorra,12/2/2020,6842,52,76,0
54122,Angola,12/2/2020,15319,68,351,1
54123,Antigua and Barbuda,12/2/2020,144,2,4,0
54124,Argentina,12/2/2020,1440103,7533,39156,228
54125,Armenia,12/2/2020,137231,1264,2228,35
54126,Asia,12/2/2020,17041300,127191,295552,1654
54127,Australia,12/2/2020,27939,16,908,0
54128,Austria,12/2/2020,289461,3972,3446,121
54129,Azerbaijan,12/2/2020,129544,3942,1470,37
54130,Bahamas,12/2/2020,7543,0,163,0
54131,Bahrain,12/2/2020,87270,133,341,0
54132,Bangladesh,12/2/2020,469423,2198,6713,38
54133,Barbados,12/2/2020,279,1,7,0
54134,Belarus,12/2/2020,139908,1689,1174,8
54135,Belgium,12/2/2020,582252,3040,16911,125
54136,Belize,12/2/2020,5854,0,148,0
54137,Benin,12/2/2020,3055,40,44,1
54138,Bhutan,12/2/2020,415,1,,
54139,Bolivia,12/2/2020,144994,184,8972,9
54140,Bosnia and Herzegovina,12/2/2020,90378,1293,2773,46
54141,Botswana,12/2/2020,10742,0,34,0
54142,Brazil,12/2/2020,6436650,49863,174515,698
54143,Brunei,12/2/2020,151,0,3,0
54144,Bulgaria,12/2/2020,151913,3138,4347,159
54145,Burkina Faso,12/2/2020,3010,79,68,0
54146,Burundi,12/2/2020,689,0,1,0
54147,Cambodia,12/2/2020,331,2,,
54148,Cameroon,12/2/2020,24487,0,441,0
54149,Canada,12/2/2020,393506,6454,12423,106
54150,Cape Verde,12/2/2020,10867,51,106,0
54151,Central African Republic,12/2/2020,4918,0,63,0
54152,Chad,12/2/2020,1705,5,102,0
54153,Chile,12/2/2020,553898,1034,15438,8
54154,China,12/2/2020,93113,120,4744,1
54155,Colombia,12/2/2020,1334089,9297,37117,183
54156,Comoros,12/2/2020,613,0,7,0
54157,Congo,12/2/2020,5774,0,94,0
54158,Costa Rica,12/2/2020,141340,1168,1739,8
54159,Cote d'Ivoire,12/2/2020,21361,27,132,0
54160,Croatia,12/2/2020,134881,3539,1916,55
54161,Cuba,12/2/2020,8456,75,136,0
54162,Cyprus,12/2/2020,11175,292,52,3
54163,Czechia,12/2/2020,533042,4568,8515,108
54164,Democratic Republic of Congo,12/2/2020,12987,128,336,1
54165,Denmark,12/2/2020,84056,1586,852,6
54166,Djibouti,12/2/2020,5682,2,61,0
54167,Dominica,12/2/2020,85,0,,
54168,Dominican Republic,12/2/2020,145197,895,2334,1
54169,Ecuador,12/2/2020,194876,1203,13562,61
54170,Egypt,12/2/2020,116724,421,6694,28
54171,El Salvador,12/2/2020,39327,197,1129,9
54172,Equatorial Guinea,12/2/2020,5156,0,85,0
54173,Eritrea,12/2/2020,577,0,,
54174,Estonia,12/2/2020,13019,522,122,1
54175,Eswatini,12/2/2020,6455,13,122,0
54176,Ethiopia,12/2/2020,110984,430,1715,6
54177,Europe,12/2/2020,17755618,210696,407008,5619
54178,European Union,12/2/2020,11885647,135914,275684,3909
54179,Fiji,12/2/2020,42,0,2,0
54180,Finland,12/2/2020,25882,420,408,9
54181,France,12/2/2020,2299466,14228,53907,311
54182,Gabon,12/2/2020,9239,25,60,0
54183,Gambia,12/2/2020,3765,22,123,0
54184,Georgia,12/2/2020,143376,4033,1342,39
54185,Germany,12/2/2020,1117953,23275,17659,482
54186,Ghana,12/2/2020,51667,0,323,0
54187,Greece,12/2/2020,109655,2185,2606,89
54188,Grenada,12/2/2020,41,0,,
54189,Guatemala,12/2/2020,123460,686,4191,13
54190,Guinea,12/2/2020,13143,24,76,0
54191,Guinea-Bissau,12/2/2020,2441,0,44,0
54192,Guyana,12/2/2020,5449,26,151,0
54193,Haiti,12/2/2020,9296,2,233,0
54194,High income,12/2/2020,,,,
54195,Honduras,12/2/2020,109144,891,2930,12
54196,Hong Kong,12/2/2020,,,,
54197,Hungary,12/2/2020,225209,4136,5142,165
54198,Iceland,12/2/2020,5413,0,27,0
54199,India,12/2/2020,9534964,35551,138648,526
54200,Indonesia,12/2/2020,549508,5533,17199,118
54201,International,12/2/2020,721,0,15,0
54202,Iran,12/2/2020,989572,13621,48990,362
54203,Iraq,12/2/2020,556728,1961,12340,34
54204,Ireland,12/2/2020,73066,268,2074,5
54205,Israel,12/2/2020,339968,1579,2886,4
54206,Italy,12/2/2020,1641610,20709,57045,684
54207,Jamaica,12/2/2020,10864,54,258,0
54208,Japan,12/2/2020,153432,2456,2141,32
54209,Jordan,12/2/2020,227208,3591,2854,52
54210,Kazakhstan,12/2/2020,176342,777,2436,2
54211,Kenya,12/2/2020,85130,961,1484,10
54212,Kosovo,12/2/2020,40117,0,1026,0
54213,Kuwait,12/2/2020,143260,268,882,1
54214,Kyrgyzstan,12/2/2020,73513,335,1277,2
54215,Laos,12/2/2020,39,0,,
54216,Latvia,12/2/2020,18377,690,224,14
54217,Lebanon,12/2/2020,131297,1842,1055,22
54218,Lesotho,12/2/2020,2142,5,44,0
54219,Liberia,12/2/2020,1595,0,83,0
54220,Libya,12/2/2020,84087,670,1200,4
54221,Liechtenstein,12/2/2020,1318,32,16,0
54222,Lithuania,12/2/2020,64621,2110,675,34
54223,Luxembourg,12/2/2020,35802,673,334,4
54224,Madagascar,12/2/2020,17341,0,251,0
54225,Malawi,12/2/2020,6040,12,185,0
54226,Malaysia,12/2/2020,68020,851,365,2
54227,Maldives,12/2/2020,13070,21,47,0
54228,Mali,12/2/2020,4837,75,161,1
54229,Malta,12/2/2020,10101,126,146,5
54230,Marshall Islands,12/2/2020,4,0,,
54231,Mauritania,12/2/2020,8863,153,179,2
54232,Mauritius,12/2/2020,508,3,10,0
54233,Mexico,12/2/2020,1133613,11251,107565,800
54234,Moldova,12/2/2020,110580,1717,2343,20
54235,Monaco,12/2/2020,621,4,3,0
54236,Mongolia,12/2/2020,819,7,,
54237,Montenegro,12/2/2020,36351,502,510,6
54238,Morocco,12/2/2020,364190,4346,5985,70
54239,Mozambique,12/2/2020,15866,96,132,1
54240,Myanmar,12/2/2020,93600,1411,1998,26
54241,Namibia,12/2/2020,14477,61,151,0
54242,Nepal,12/2/2020,236246,2794,1538,9
54243,Netherlands,12/2/2020,541238,5109,9584,66
54244,New Zealand,12/2/2020,2069,9,25,0
54245,Nicaragua,12/2/2020,5838,0,161,0
54246,Niger,12/2/2020,1640,54,76,1
54247,Nigeria,12/2/2020,67960,122,1177,1
54248,North America,12/2/2020,16371506,226282,413027,3781
54249,North Macedonia,12/2/2020,63890,945,1825,33
54250,Norway,12/2/2020,36969,378,351,17
54251,Oceania,12/2/2020,30743,25,942,0
54252,Oman,12/2/2020,124145,237,1430,0
54253,Pakistan,12/2/2020,406810,3499,8205,39
54254,Palestine,12/2/2020,90192,2188,763,16
54255,Panama,12/2/2020,169339,2028,3114,16
54256,Papua New Guinea,12/2/2020,669,0,7,0
54257,Paraguay,12/2/2020,84482,1003,1783,12
54258,Peru,12/2/2020,963605,0,35966,0
54259,Philippines,12/2/2020,434357,1432,8436,18
54260,Poland,12/2/2020,1013747,13823,18208,609
54261,Portugal,12/2/2020,303846,3384,4645,68
54262,Qatar,12/2/2020,139256,255,239,1
54263,Romania,12/2/2020,484550,4916,11665,135
54264,Russia,12/2/2020,2327105,25043,40630,580
54265,Rwanda,12/2/2020,5994,46,50,1
54266,Saint Kitts and Nevis,12/2/2020,22,0,,
54267,Saint Lucia,12/2/2020,261,2,2,0
54268,Saint Vincent and the Grenadines,12/2/2020,85,0,,
54269,Samoa,12/2/2020,2,0,,
54270,San Marino,12/2/2020,1687,37,46,0
54271,Sao Tome and Principe,12/2/2020,997,1,17,0
54272,Saudi Arabia,12/2/2020,357872,249,5919,12
54273,Senegal,12/2/2020,16173,66,334,1
54274,Serbia,12/2/2020,191356,7919,1704,52
54275,Seychelles,12/2/2020,183,0,,
54276,Sierra Leone,12/2/2020,2416,3,74,0
54277,Singapore,12/2/2020,58230,2,29,0
54278,Slovakia,12/2/2020,109226,2043,898,30
54279,Slovenia,12/2/2020,79566,2431,1547,57
54280,Solomon Islands,12/2/2020,17,0,,
54281,Somalia,12/2/2020,4525,74,121,8
54282,South Africa,12/2/2020,796472,4173,21709,65
54283,South America,12/2/2020,11272758,70791,327762,1205
54284,South Korea,12/2/2020,35703,540,529,3
54285,South Sudan,12/2/2020,3118,7,61,0
54286,Spain,12/2/2020,1665775,9331,45784,273
54287,Sri Lanka,12/2/2020,25410,878,124,2
54288,Sudan,12/2/2020,18535,281,1265,10
54289,Suriname,12/2/2020,5320,1,117,0
54290,Sweden,12/2/2020,266158,5400,6972,291
54291,Switzerland,12/2/2020,335660,4786,5045,105
54292,Syria,12/2/2020,8059,86,426,4
54293,Taiwan,12/2/2020,685,6,7,0
54294,Tajikistan,12/2/2020,12269,38,87,1
54295,Tanzania,12/2/2020,509,0,21,0
54296,Thailand,12/2/2020,4039,13,60,0
54297,Timor,12/2/2020,31,1,,
54298,Togo,12/2/2020,3014,17,65,1
54299,Trinidad and Tobago,12/2/2020,6704,19,121,1
54300,Tunisia,12/2/2020,99280,2511,3359,99
54301,Turkey,12/2/2020,700880,31923,14129,193
54302,Uganda,12/2/2020,21409,374,206,1
54303,Ukraine,12/2/2020,778560,13443,13140,178
54304,United Arab Emirates,12/2/2020,171434,1285,580,4
54305,United Kingdom,12/2/2020,1663470,16237,59796,648
54306,United States,12/2/2020,14061108,202557,276369,2815
54307,Uruguay,12/2/2020,6225,201,80,2
54308,Uzbekistan,12/2/2020,73335,59,611,0
54309,Vanuatu,12/2/2020,1,0,,
54310,Vatican,12/2/2020,27,0,,
54311,Venezuela,12/2/2020,103067,446,905,4
54312,Vietnam,12/2/2020,1358,7,35,0
54313,World,12/2/2020,64674220,651398,1496886,12589
54314,Yemen,12/2/2020,2077,0,605,0
54315,Zambia,12/2/2020,17700,35,357,0
54316,Zimbabwe,12/2/2020,10129,0,277,0
54317,Afghanistan,12/3/2020,46837,119,1846,5
54318,Africa,12/3/2020,2217275,15701,52847,267
54319,Albania,12/3/2020,40501,782,852,13
54320,Algeria,12/3/2020,85927,843,2480,16
54321,Andorra,12/3/2020,6904,62,77,1
54322,Angola,12/3/2020,15361,42,352,1
54323,Antigua and Barbuda,12/3/2020,144,0,4,0
54324,Argentina,12/3/2020,1447732,7629,39305,149
54325,Armenia,12/3/2020,138508,1277,2254,26
54326,Asia,12/3/2020,17172492,131192,297263,1711
54327,Australia,12/3/2020,27949,10,908,0
54328,Austria,12/3/2020,293430,3969,3538,92
54329,Azerbaijan,12/3/2020,133733,4189,1510,40
54330,Bahamas,12/3/2020,7549,6,163,0
54331,Bahrain,12/3/2020,87432,162,341,0
54332,Bangladesh,12/3/2020,471739,2316,6748,35
54333,Barbados,12/3/2020,281,2,7,0
54334,Belarus,12/3/2020,141609,1701,1181,7
54335,Belgium,12/3/2020,584857,2605,17033,122
54336,Belize,12/3/2020,7236,1382,164,16
54337,Benin,12/3/2020,3055,0,44,0
54338,Bhutan,12/3/2020,418,3,,
54339,Bolivia,12/3/2020,145186,192,8982,10
54340,Bosnia and Herzegovina,12/3/2020,91539,1161,2812,39
54341,Botswana,12/3/2020,11531,789,34,0
54342,Brazil,12/3/2020,6487084,50434,175270,755
54343,Brunei,12/3/2020,151,0,3,0
54344,Bulgaria,12/3/2020,155193,3280,4503,156
54345,Burkina Faso,12/3/2020,3062,52,68,0
54346,Burundi,12/3/2020,692,3,1,0
54347,Cambodia,12/3/2020,335,4,,
54348,Cameroon,12/3/2020,24487,0,441,0
54349,Canada,12/3/2020,399770,6264,12513,90
54350,Cape Verde,12/3/2020,10938,71,107,1
54351,Central African Republic,12/3/2020,4918,0,63,0
54352,Chad,12/3/2020,1708,3,102,0
54353,Chile,12/3/2020,555406,1508,15519,81
54354,China,12/3/2020,93221,108,4745,1
54355,Colombia,12/3/2020,1343322,9233,37305,188
54356,Comoros,12/3/2020,615,2,7,0
54357,Congo,12/3/2020,5774,0,94,0
54358,Costa Rica,12/3/2020,142505,1165,1757,18
54359,Cote d'Ivoire,12/3/2020,21389,28,132,0
54360,Croatia,12/3/2020,139415,4534,1964,48
54361,Cuba,12/3/2020,8531,75,136,0
54362,Cyprus,12/3/2020,11523,348,54,2
54363,Czechia,12/3/2020,537663,4621,8641,126
54364,Democratic Republic of Congo,12/3/2020,13132,145,337,1
54365,Denmark,12/3/2020,85663,1607,858,6
54366,Djibouti,12/3/2020,5689,7,61,0
54367,Dominica,12/3/2020,85,0,,
54368,Dominican Republic,12/3/2020,146009,812,2335,1
54369,Ecuador,12/3/2020,195884,1008,13612,50
54370,Egypt,12/3/2020,117156,432,6713,19
54371,El Salvador,12/3/2020,39515,188,1134,5
54372,Equatorial Guinea,12/3/2020,5159,3,85,0
54373,Eritrea,12/3/2020,594,17,,
54374,Estonia,12/3/2020,13469,450,123,1
54375,Eswatini,12/3/2020,6474,19,122,0
54376,Ethiopia,12/3/2020,111579,595,1724,9
54377,Europe,12/3/2020,17980076,224458,412497,5489
54378,European Union,12/3/2020,12032407,146760,279654,3970
54379,Fiji,12/3/2020,42,0,2,0
54380,Finland,12/3/2020,26422,540,408,0
54381,France,12/3/2020,2312253,12787,54231,324
54382,Gabon,12/3/2020,9239,0,60,0
54383,Gambia,12/3/2020,3767,2,123,0
54384,Georgia,12/3/2020,147636,4260,1387,45
54385,Germany,12/3/2020,1141544,23591,18097,438
54386,Ghana,12/3/2020,51667,0,323,0
54387,Greece,12/3/2020,111537,1882,2706,100
54388,Grenada,12/3/2020,41,0,,
54389,Guatemala,12/3/2020,124053,593,4209,18
54390,Guinea,12/3/2020,13167,24,76,0
54391,Guinea-Bissau,12/3/2020,2441,0,44,0
54392,Guyana,12/3/2020,5528,79,151,0
54393,Haiti,12/3/2020,9303,7,233,0
54394,High income,12/3/2020,,,,
54395,Honduras,12/3/2020,109760,616,2938,8
54396,Hong Kong,12/3/2020,,,,
54397,Hungary,12/3/2020,231844,6635,5324,182
54398,Iceland,12/3/2020,5448,35,27,0
54399,India,12/3/2020,9571559,36595,139188,540
54400,Indonesia,12/3/2020,557877,8369,17355,156
54401,International,12/3/2020,721,0,15,0
54402,Iran,12/3/2020,1003494,13922,49348,358
54403,Iraq,12/3/2020,558767,2039,12361,21
54404,Ireland,12/3/2020,73228,162,2080,6
54405,Israel,12/3/2020,341406,1438,2895,9
54406,Italy,12/3/2020,1664829,23219,58038,993
54407,Jamaica,12/3/2020,10911,47,259,1
54408,Japan,12/3/2020,155938,2506,2174,33
54409,Jordan,12/3/2020,231237,4029,2909,55
54410,Kazakhstan,12/3/2020,177386,1044,2438,2
54411,Kenya,12/3/2020,86383,1253,1500,16
54412,Kosovo,12/3/2020,40117,0,1026,0
54413,Kuwait,12/3/2020,143574,314,884,2
54414,Kyrgyzstan,12/3/2020,73933,420,1285,8
54415,Laos,12/3/2020,39,0,,
54416,Latvia,12/3/2020,19307,930,235,11
54417,Lebanon,12/3/2020,132817,1520,1067,12
54418,Lesotho,12/3/2020,2145,3,44,0
54419,Liberia,12/3/2020,1663,68,83,0
54420,Libya,12/3/2020,84849,762,1212,12
54421,Liechtenstein,12/3/2020,1339,21,17,1
54422,Lithuania,12/3/2020,67081,2460,694,19
54423,Luxembourg,12/3/2020,36429,627,339,5
54424,Madagascar,12/3/2020,17341,0,255,4
54425,Malawi,12/3/2020,6043,3,185,0
54426,Malaysia,12/3/2020,69095,1075,376,11
54427,Maldives,12/3/2020,13106,36,47,0
54428,Mali,12/3/2020,4880,43,162,1
54429,Malta,12/3/2020,10197,96,148,2
54430,Marshall Islands,12/3/2020,4,0,,
54431,Mauritania,12/3/2020,9005,142,181,2
54432,Mauritius,12/3/2020,508,0,10,0
54433,Mexico,12/3/2020,1144643,11030,108173,608
54434,Moldova,12/3/2020,112307,1727,2363,20
54435,Monaco,12/3/2020,630,9,3,0
54436,Mongolia,12/3/2020,831,12,,
54437,Montenegro,12/3/2020,36932,581,516,6
54438,Morocco,12/3/2020,368624,4434,6063,78
54439,Mozambique,12/3/2020,15918,52,132,0
54440,Myanmar,12/3/2020,95018,1418,2028,30
54441,Namibia,12/3/2020,14599,122,151,0
54442,Nepal,12/3/2020,237589,1343,1551,13
54443,Netherlands,12/3/2020,546982,5744,9645,61
54444,New Zealand,12/3/2020,2069,0,25,0
54445,Nicaragua,12/3/2020,5838,0,161,0
54446,Niger,12/3/2020,1640,0,76,0
54447,Nigeria,12/3/2020,68303,343,1179,2
54448,North America,12/3/2020,16619210,247704,416774,3747
54449,North Macedonia,12/3/2020,65231,1341,1847,22
54450,Norway,12/3/2020,37371,402,353,2
54451,Oceania,12/3/2020,30755,12,942,0
54452,Oman,12/3/2020,124329,184,1435,5
54453,Pakistan,12/3/2020,410072,3262,8260,55
54454,Palestine,12/3/2020,92708,2516,780,17
54455,Panama,12/3/2020,171219,1880,3141,27
54456,Papua New Guinea,12/3/2020,671,2,7,0
54457,Paraguay,12/3/2020,85477,995,1796,13
54458,Peru,12/3/2020,967075,3470,36076,110
54459,Philippines,12/3/2020,435413,1056,8446,10
54460,Poland,12/3/2020,1028610,14863,18828,620
54461,Portugal,12/3/2020,307618,3772,4724,79
54462,Qatar,12/3/2020,139477,221,239,0
54463,Romania,12/3/2020,492211,7661,11876,211
54464,Russia,12/3/2020,2354934,27829,41173,543
54465,Rwanda,12/3/2020,6011,17,50,0
54466,Saint Kitts and Nevis,12/3/2020,22,0,,
54467,Saint Lucia,12/3/2020,262,1,2,0
54468,Saint Vincent and the Grenadines,12/3/2020,87,2,,
54469,Samoa,12/3/2020,2,0,,
54470,San Marino,12/3/2020,1714,27,46,0
54471,Sao Tome and Principe,12/3/2020,997,0,17,0
54472,Saudi Arabia,12/3/2020,358102,230,5930,11
54473,Senegal,12/3/2020,16217,44,335,1
54474,Serbia,12/3/2020,199158,7802,1765,61
54475,Seychelles,12/3/2020,183,0,,
54476,Sierra Leone,12/3/2020,2416,0,74,0
54477,Singapore,12/3/2020,58239,9,29,0
54478,Slovakia,12/3/2020,111208,1982,930,32
54479,Slovenia,12/3/2020,81349,1783,1592,45
